192.0 1.0 
211.0 0.0 
194.0 2.0 
209.0 0.0 
200.0 2.0 
210.0 3.0 
142.0 1.0 
204.0 12.0 
142.0 1.0 
206.0 0.0 
199.0 4.0 
174.0 1.0 
204.0 2.0 
200.0 6.0 
183.0 2.0 
147.0 3.0 
147.0 3.0 
177.0 5.0 
174.0 1.0 
196.0 0.0 
161.0 4.0 
209.0 0.0 
186.0 4.0 
206.0 0.0 
179.0 0.0 
209.0 13.0 
193.0 16.0 
167.0 1.0 
62.0 10.0 
139.0 16.0 
95.0 14.0 
108.0 7.0 
190.0 3.0 
141.0 4.0 
143.0 6.0 
82.0 2.0 
204.0 12.0 
184.0 3.0 
166.0 12.0 
109.0 25.0 
186.0 4.0 
95.0 21.0 
170.0 11.0 
172.0 3.0 
195.0 11.0 
77.0 14.0 
203.0 0.0 
91.0 14.0 
147.0 5.0 
114.0 14.0 
90.0 23.0 
161.0 1.0 
105.0 4.0 
108.0 20.0 
158.0 6.0 
105.0 4.0 
98.0 19.0 
196.0 32.0 
172.0 2.0 
48.0 5.0 
183.0 37.0 
137.0 2.0 
193.0 13.0 
156.0 30.0 
166.0 5.0 
124.0 3.0 
135.0 9.0 
176.0 42.0 
135.0 8.0 
82.0 2.0 
69.0 10.0 
108.0 20.0 
78.0 27.0 
64.0 19.0 
180.0 1.0 
130.0 27.0 
195.0 3.0 
132.0 55.0 
203.0 38.0 
122.0 37.0 
91.0 17.0 
166.0 5.0 
69.0 10.0 
167.0 1.0 
177.0 5.0 
82.0 16.0 
178.0 0.0 
65.0 6.0 
157.0 3.0 
126.0 35.0 
90.0 10.0 
90.0 15.0 
194.0 68.0 
135.0 25.0 
210.0 3.0 
139.0 16.0 
143.0 42.0 
161.0 1.0 
132.0 7.0 
141.0 25.0 
114.0 43.0 
115.0 31.0 
182.0 42.0 
57.0 10.0 
122.0 9.0 
90.0 23.0 
151.0 46.0 
83.0 37.0 
84.0 31.0 
114.0 43.0 
82.0 16.0 
169.0 6.0 
195.0 3.0 
59.0 27.0 
118.0 58.0 
105.0 69.0 
118.0 38.0 
143.0 42.0 
118.0 38.0 
143.0 42.0 
132.0 7.0 
169.0 5.0 
101.0 21.0 
147.0 5.0 
99.0 45.0 
175.0 9.0 
64.0 19.0 
178.0 86.0 
88.0 23.0 
99.0 33.0 
107.0 28.0 
91.0 33.0 
63.0 66.0 
135.0 8.0 
63.0 4.0 
158.0 86.0 
81.0 10.0 
175.0 15.0 
182.0 42.0 
100.0 32.0 
63.0 4.0 
161.0 22.0 
78.0 27.0 
155.0 3.0 
133.0 41.0 
125.0 55.0 
108.0 7.0 
70.0 84.0 
169.0 6.0 
137.0 3.0 
147.0 72.0 
95.0 9.0 
158.0 6.0 
35.0 20.0 
135.0 19.0 
135.0 19.0 
121.0 50.0 
143.0 42.0 
136.0 54.0 
105.0 69.0 
76.0 18.0 
183.0 181.0 
88.0 54.0 
156.0 5.0 
122.0 9.0 
79.0 11.0 
50.0 73.0 
108.0 49.0 
115.0 21.0 
88.0 54.0 
65.0 13.0 
159.0 178.0 
179.0 15.0 
161.0 22.0 
100.0 9.0 
132.0 55.0 
159.0 178.0 
50.0 97.0 
115.0 31.0 
55.0 119.0 
63.0 9.0 
148.0 133.0 
100.0 7.0 
55.0 119.0 
63.0 82.0 
157.0 228.0 
126.0 249.0 
128.0 15.0 
109.0 25.0 
114.0 14.0 
57.0 61.0 
161.0 70.0 
129.0 79.0 
56.0 275.0 
50.0 97.0 
63.0 66.0 
73.0 81.0 
129.0 71.0 
99.0 162.0 
99.0 162.0 
115.0 21.0 
143.0 15.0 
108.0 167.0 
130.0 147.0 
65.0 6.0 
108.0 49.0 
102.0 133.0 
140.0 155.0 
104.0 45.0 
176.0 281.0 
148.0 28.0 
102.0 133.0 
115.0 91.0 
147.0 78.0 
100.0 7.0 
110.0 161.0 
99.0 45.0 
129.0 71.0 
144.0 101.0 
104.0 70.0 
91.0 204.0 
108.0 167.0 
63.0 9.0 
95.0 21.0 
57.0 10.0 
146.0 208.0 
136.0 54.0 
112.0 393.0 
96.0 341.0 
70.0 216.0 
127.0 330.0 
115.0 356.0 
107.0 297.0 
61.0 126.0 
140.0 228.0 
114.0 2.0 
120.0 167.0 
35.0 20.0 
148.0 133.0 
157.0 228.0 
98.0 21.0 
98.0 21.0 
76.0 192.0 
26.0 77.0 
40.0 73.0 
96.0 352.0 
121.0 12.0 
26.0 77.0 
69.0 257.0 
87.0 8.0 
94.0 266.0 
69.0 257.0 
103.0 217.0 
63.0 82.0 
112.0 169.0 
79.0 167.0 
110.0 10.0 
101.0 386.0 
130.0 430.0 
79.0 167.0 
112.0 40.0 
112.0 393.0 
66.0 370.0 
57.0 250.0 
62.0 434.0 
91.0 204.0 
66.0 370.0 
114.0 417.0 
158.0 86.0 
96.0 341.0 
103.0 217.0 
149.0 5.0 
157.0 37.0 
116.0 14.0 
46.0 405.0 
62.0 434.0 
57.0 250.0 
48.0 5.0 
146.0 14.0 
96.0 352.0 
87.0 11.0 
59.0 27.0 
128.0 15.0 
86.0 357.0 
38.0 400.0 
95.0 14.0 
40.0 73.0 
91.0 17.0 
46.0 405.0 
176.0 22.0 
138.0 281.0 
38.0 400.0 
115.0 356.0 
106.0 20.0 
91.0 340.0 
99.0 33.0 
121.0 50.0 
122.0 104.0 
138.0 13.0 
79.0 11.0 
