60.0 7.0 
39.0 223.0 
43.0 37.0 
33.0 232.0 
96.0 0.0 
48.0 30.0 
64.0 29.0 
65.0 14.0 
43.0 90.0 
103.0 1.0 
101.0 4.0 
112.0 0.0 
50.0 56.0 
72.0 28.0 
70.0 32.0 
87.0 17.0 
83.0 18.0 
44.0 266.0 
47.0 253.0 
101.0 10.0 
108.0 4.0 
126.0 0.0 
112.0 2.0 
56.0 114.0 
61.0 58.0 
55.0 223.0 
83.0 32.0 
92.0 20.0 
87.0 26.0 
48.0 257.0 
102.0 10.0 
141.0 0.0 
114.0 2.0 
57.0 142.0 
78.0 62.0 
70.0 111.0 
85.0 38.0 
101.0 29.0 
95.0 30.0 
105.0 10.0 
169.0 0.0 
141.0 1.0 
139.0 2.0 
139.0 2.0 
129.0 3.0 
118.0 7.0 
57.0 217.0 
58.0 185.0 
83.0 62.0 
71.0 114.0 
86.0 61.0 
97.0 32.0 
109.0 14.0 
184.0 0.0 
165.0 1.0 
144.0 2.0 
136.0 4.0 
134.0 5.0 
137.0 3.0 
119.0 9.0 
57.0 246.0 
63.0 206.0 
88.0 65.0 
98.0 32.0 
112.0 20.0 
204.0 0.0 
168.0 1.0 
151.0 2.0 
140.0 3.0 
129.0 9.0 
127.0 13.0 
71.0 217.0 
89.0 89.0 
99.0 43.0 
124.0 25.0 
117.0 39.0 
206.0 0.0 
172.0 1.0 
160.0 2.0 
141.0 4.0 
146.0 3.0 
131.0 9.0 
128.0 21.0 
71.0 222.0 
92.0 95.0 
102.0 52.0 
125.0 28.0 
212.0 0.0 
193.0 1.0 
161.0 2.0 
143.0 6.0 
158.0 3.0 
151.0 4.0 
131.0 12.0 
133.0 9.0 
74.0 235.0 
131.0 23.0 
144.0 6.0 
217.0 0.0 
176.0 2.0 
